StreetName,City,State,Collision,Weather,Day
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
BROADWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
ROSEMONT BL                   ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E BROADWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
1ST AV N                      ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
1701 E SPEEDWAY BL            ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N CAMPBELL AV                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
SAN MARCOS BL W               ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N PANTANO RD                  ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DARK-LIGHTED                                           
N PANTANO RD                  ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DARK-LIGHTED                                           
PANTANO RD N                  ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
SPEEDWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
N PANTANO RD                  ,Tucson,Arizona,Vehicle/Vehicle,UNKNOWN                                                ,DARK-LIGHTED                                           
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
PANTANO RD N                  ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
E SPEEDWAY BL                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DAYLIGHT                                               
SPEEDWAY BL E                 ,Tucson,Arizona,Vehicle/Vehicle,CLEAR                                                  ,DARK-LIGHTED                                           
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N ORACLE RD                   ,Tucson,Arizona,Vehicle/Vehicle,RAIN                                                   ,DUSK                                                   
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
N STONE AVE                    ,Tucson,Arizona,Vehicle/Vehicle,SLEET / HA               ,DAYLIGHT                                               
